Company Name,Symbol, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
Ratnaveer Precision Engineering Limited,RATNAVEER,EQ,11-SEP-2023,10,1,INE05CZ01011,10
Raymond Limited,RAYMOND,EQ,18-OCT-1995,10,1,INE301A01014,10
Raymond Lifestyle Limited,RAYMONDLSL,EQ,05-SEP-2024,2,1,INE02ID01020,2
Restaurant Brands Asia Limited,RBA,EQ,14-DEC-2020,10,1,INE07T201019,10
RBL Bank Limited,RBLBANK,EQ,31-AUG-2016,10,1,INE976G01028,10
RBZ Jewellers Limited,RBZJEWEL,BE,27-DEC-2023,10,1,INE0PEQ01016,10
Rashtriya Chemicals and Fertilizers Limited,RCF,EQ,07-JAN-1998,10,1,INE027A01015,10
REC Limited,RECLTD,EQ,12-MAR-2008,10,1,INE020B01018,10
Redington Limited,REDINGTON,EQ,15-FEB-2007,2,1,INE891D01026,2
Redtape Limited,REDTAPE,EQ,11-AUG-2023,2,1,INE0LXT01019,2
Refex Industries Limited,REFEX,EQ,03-DEC-2009,2,1,INE056I01025,2
Regency Ceramics Limited,REGENCERAM,BE,05-JUN-1996,10,1,INE277C01012,10
Relaxo Footwears Limited,RELAXO,EQ,17-JUN-2011,1,1,INE131B01039,1
Reliance Chemotex Industries Limited,RELCHEMQ,EQ,25-MAY-2022,10,1,INE750D01016,10
Reliable Data Services Limited,RELIABLE,EQ,10-JUL-2024,10,1,INE375Y01018,10
Reliance Industries Limited,RELIANCE,EQ,29-NOV-1995,10,1,INE002A01018,10
Religare Enterprises Limited,RELIGARE,EQ,21-NOV-2007,10,1,INE621H01010,10
Reliance Infrastructure Limited,RELINFRA,BE,08-FEB-1995,10,1,INE036A01016,10
Ravindra Energy Limited,RELTD,BE,30-JUL-2024,10,1,INE206N01018,10
Remsons Industries Limited,REMSONSIND,EQ,31-JAN-1996,2,1,INE474C01023,2
Shree Renuka Sugars Limited,RENUKA,EQ,31-OCT-2005,1,1,INE087H01022,1
Repco Home Finance Limited,REPCOHOME,EQ,01-APR-2013,10,1,INE612J01015,10
Rudrabhishek Enterprises Limited,REPL,EQ,14-DEC-2020,10,1,INE364Z01019,10
Repro India Limited,REPRO,EQ,22-DEC-2005,10,1,INE461B01014,10
Responsive Industries Limited,RESPONIND,EQ,29-OCT-2010,1,1,INE688D01026,1
JHS Svendgaard Retail Ventures Limited,RETAIL,EQ,26-JUN-2024,10,1,INE03DD01011,10
Renaissance Global Limited,RGL,EQ,12-DEC-2007,2,1,INE722H01024,2
Reliance Home Finance Limited,RHFL,BE,22-SEP-2017,10,1,INE217K01011,10
RHI MAGNESITA INDIA LIMITED,RHIM,EQ,12-MAR-2012,1,1,INE743M01012,1
Robust Hotels Limited,RHL,EQ,25-APR-2023,10,1,INE508K01013,10
Rico Auto Industries Limited,RICOAUTO,EQ,12-MAY-2003,1,1,INE209B01025,1
Reliance Industrial Infrastructure Limited,RIIL,EQ,29-NOV-1995,10,1,INE046A01015,10
Rishabh Instruments Limited,RISHABH,EQ,11-SEP-2023,10,1,INE0N2P01017,10
Ritco Logistics Limited,RITCO,EQ,12-APR-2022,10,1,INE01EG01016,10
RITES Limited,RITES,EQ,02-JUL-2018,10,1,INE320J01015,10
Ravi Kumar Distilleries Limited,RKDL,EQ,27-DEC-2010,10,1,INE722J01012,10
RKEC Projects Limited,RKEC,EQ,18-DEC-2020,10,1,INE786W01010,10
Ramkrishna Forgings Limited,RKFORGE,EQ,05-MAY-2004,2,1,INE399G01023,2
R K Swamy Limited,RKSWAMY,EQ,12-MAR-2024,5,1,INE0NQ801033,5
Rane (Madras) Limited,RML,EQ,30-AUG-2005,10,1,INE050H01012,10
Royal Orchid Hotels Limited,ROHLTD,EQ,06-FEB-2006,10,1,INE283H01019,10
Rolex Rings Limited,ROLEXRINGS,EQ,09-AUG-2021,10,1,INE645S01016,10
Rollatainers Limited,ROLLT,BE,22-NOV-2016,1,1,INE927A01040,1
Raj Oil Mills Limited,ROML,EQ,06-OCT-2020,10,1,INE294G01026,10
Rossari Biotech Limited,ROSSARI,EQ,23-JUL-2020,2,1,INE02A801020,2
Rossell India Limited,ROSSELLIND,EQ,25-SEP-2012,2,1,INE847C01020,2
Rossell Techsys Limited,ROSSTECH,BE,09-DEC-2024,2,1,INE0OJW01016,2
Roto Pumps Limited,ROTO,EQ,21-APR-2022,1,1,INE535D01037,1
ROUTE MOBILE LIMITED,ROUTE,EQ,21-SEP-2020,10,1,INE450U01017,10
Raghav Productivity Enhancers Limited,RPEL,EQ,08-AUG-2024,10,1,INE912T01018,10
RPG Life Sciences Limited,RPGLIFE,EQ,10-JUN-2008,8,1,INE105J01010,8
Reliance Power Limited,RPOWER,BE,11-FEB-2008,10,1,INE614G01033,10
R.P.P. Infra Projects Limited,RPPINFRA,BE,06-DEC-2010,10,1,INE324L01013,10
Rajshree Polypack Limited,RPPL,EQ,26-NOV-2021,5,1,INE760W01023,5
RPSG VENTURES LIMITED,RPSGVENT,EQ,25-JAN-2019,10,1,INE425Y01011,10
Rashi Peripherals Limited,RPTECH,EQ,14-FEB-2024,5,1,INE0J1F01024,5
R R Kabel Limited,RRKABEL,EQ,20-SEP-2023,5,1,INE777K01022,5
R. S. Software (India) Limited,RSSOFTWARE,BE,19-MAY-1999,5,1,INE165B01029,5
RSWM Limited,RSWM,EQ,15-FEB-1995,10,1,INE611A01016,10
R Systems International Limited,RSYSTEMS,EQ,26-APR-2006,1,1,INE411H01032,1
RattanIndia Enterprises Limited,RTNINDIA,EQ,30-JUL-2012,2,1,INE834M01019,2
RattanIndia Power Limited,RTNPOWER,EQ,30-OCT-2009,10,1,INE399K01017,10
Rubfila International Limited,RUBFILA,EQ,08-AUG-2024,5,1,INE642C01025,5
The Ruby Mills Limited,RUBYMILLS,EQ,29-MAR-1995,5,1,INE301D01026,5
Ruchi Infrastructure Limited,RUCHINFRA,BE,16-OCT-1996,1,1,INE413B01023,1
Ruchira Papers Limited,RUCHIRA,EQ,20-DEC-2006,10,1,INE803H01014,10
Rupa & Company Limited,RUPA,EQ,07-DEC-2011,1,1,INE895B01021,1
Rushil Decor Limited,RUSHIL,EQ,07-JUL-2011,1,1,INE573K01025,1
Keystone Realtors Limited,RUSTOMJEE,EQ,24-NOV-2022,10,1,INE263M01029,10
Ravinder Heights Limited,RVHL,EQ,18-DEC-2020,1,1,INE09E501017,1
Rail Vikas Nigam Limited,RVNL,EQ,11-APR-2019,10,1,INE415G01027,10
Revathi Equipment India Limited,RVTH,BE,11-SEP-2024,10,1,INE0DAB01012,10
S&S Power Switchgears Limited,S&SPOWER,BE,27-SEP-1995,10,1,INE902B01017,10
Sab Events & Governance Now Media Limited,SABEVENTS,BE,15-SEP-2016,10,1,INE860T01019,10
Sri Adhikari Brothers Television Network Limited,SABTNL,BE,01-APR-2024,10,1,INE416A01044,10
Sadbhav Engineering Limited,SADBHAV,BE,01-MAR-2006,1,1,INE226H01026,1
Sadbhav Infrastructure Project Limited,SADBHIN,EQ,16-SEP-2015,10,1,INE764L01010,10
Sadhana Nitrochem Limited,SADHNANIQ,BE,05-MAY-2023,1,1,INE888C01040,1
Safari Industries (India) Limited,SAFARI,EQ,12-SEP-2019,2,1,INE429E01023,2
Sagardeep Alloys Limited,SAGARDEEP,EQ,25-JAN-2019,10,1,INE976T01013,10
Sagar Cements Limited,SAGCEM,EQ,29-JAN-2007,2,1,INE229C01021,2
Sagility India Limited,SAGILITY,EQ,12-NOV-2024,10,1,INE0W2G01015,10
Sah Polymers Limited,SAH,BE,12-JAN-2023,10,1,INE035801013,10
Sahyadri Industries Limited,SAHYADRI,EQ,06-APR-2023,10,1,INE280H01015,10
Steel Authority of India Limited,SAIL,EQ,06-JUL-1995,10,1,INE114A01011,10
Sai Life Sciences Limited,SAILIFE,EQ,18-DEC-2024,1,1,INE570L01029,1
Sakar Healthcare Limited,SAKAR,EQ,11-APR-2019,10,1,INE732S01012,10
Sakthi Sugars Limited,SAKHTISUG,EQ,06-SEP-1995,10,1,INE623A01011,10
Saksoft Limited,SAKSOFT,EQ,09-MAY-2005,1,1,INE667G01023,1
Sakuma Exports Limited,SAKUMA,BE,08-MAR-2006,1,1,INE190H01024,1
Salasar Techno Engineering Limited,SALASAR,EQ,25-JUL-2017,1,1,INE170V01027,1
Salona Cotspin Limited,SALONA,EQ,16-JUN-2016,10,1,INE498E01010,10
S.A.L. Steel Limited,SALSTEEL,EQ,24-NOV-2004,10,1,INE658G01014,10
Salzer Electronics Limited,SALZERELEC,EQ,02-DEC-2015,10,1,INE457F01013,10
Sambhaav Media Limited,SAMBHAAV,EQ,05-JUN-1996,1,1,INE699B01027,1
Samhi Hotels Limited,SAMHI,EQ,22-SEP-2023,1,1,INE08U801020,1
Sammaan Capital Limited,SAMMAANCAP,EQ,23-JUL-2013,2,1,INE148I01020,2
Sampann Utpadan India Limited,SAMPANN,EQ,27-JUL-2012,10,1,INE735M01018,10
Sanathan Textiles Limited,SANATHAN,EQ,27-DEC-2024,10,1,INE0JPD01013,10
Sanco Industries Limited,SANCO,BZ,22-NOV-2016,10,1,INE782L01012,10
The Sandesh Limited,SANDESH,EQ,26-NOV-2002,10,1,INE583B01015,10
Sandhar Technologies Limited,SANDHAR,EQ,02-APR-2018,10,1,INE278H01035,10
Sandur Manganese & Iron Ores Limited,SANDUMA,EQ,07-SEP-2023,10,1,INE149K01016,10
Sangam (India) Limited,SANGAMIND,EQ,17-JUL-1996,10,1,INE495C01010,10
Sanghi Industries Limited,SANGHIIND,EQ,10-MAY-1995,10,1,INE999B01013,10
Sanghvi Movers Limited,SANGHVIMOV,EQ,24-JAN-2007,1,1,INE989A01032,1
Sanginita Chemicals Limited,SANGINITA,EQ,15-JUL-2019,10,1,INE753W01010,10
Sanofi India Limited,SANOFI,EQ,19-MAY-2003,10,1,INE058A01010,10
Sanofi Consumer Healthcare India Limited,SANOFICONR,EQ,13-SEP-2024,10,1,INE0UOS01011,10
Sansera Engineering Limited,SANSERA,EQ,24-SEP-2021,2,1,INE953O01021,2
Sanstar Limited,SANSTAR,EQ,26-JUL-2024,2,1,INE08NE01025,2
Sanwaria Consumer Limited,SANWARIA,BZ,27-MAR-2006,1,1,INE890C01046,1
Sapphire Foods India Limited,SAPPHIRE,EQ,18-NOV-2021,2,1,INE806T01020,2
Sarda Energy & Minerals Limited,SARDAEN,EQ,03-DEC-2009,1,1,INE385C01021,1
Saregama India Limited,SAREGAMA,EQ,30-JUL-1997,1,1,INE979A01025,1
Sarla Performance Fibers Limited,SARLAPOLY,BE,19-JAN-2007,1,1,INE453D01025,1
Sarveshwar Foods Limited,SARVESHWAR,EQ,08-DEC-2022,1,1,INE324X01026,1
Sasken Technologies Limited,SASKEN,EQ,09-SEP-2005,10,1,INE231F01020,10
Sastasundar Ventures Limited,SASTASUNDR,EQ,05-OCT-2010,10,1,INE019J01013,10
Satia Industries Limited,SATIA,EQ,17-JUL-2019,1,1,INE170E01023,1
Satin Creditcare Network Limited,SATIN,EQ,26-AUG-2015,10,1,INE836B01017,10
Sat Industries Limited,SATINDLTD,EQ,21-NOV-2022,2,1,INE065D01027,2
Saurashtra Cement Limited,SAURASHCEM,EQ,27-FEB-2024,10,1,INE626A01014,10
SBC Exports Limited,SBC,EQ,23-NOV-2021,1,1,INE04AK01028,1
Shivalik Bimetal Controls Limited,SBCL,EQ,24-JUN-2021,2,1,INE386D01027,2
SBFC Finance Limited,SBFC,EQ,16-AUG-2023,10,1,INE423Y01016,10
Suratwwala Business Group Limited,SBGLP,BE,10-FEB-2023,1,1,INE05ST01028,1
SBI Cards and Payment Services Limited,SBICARD,EQ,16-MAR-2020,10,1,INE018E01016,10
SBI Life Insurance Company Limited,SBILIFE,EQ,03-OCT-2017,10,1,INE123W01016,10
State Bank of India,SBIN,EQ,01-MAR-1995,1,1,INE062A01020,1
Schaeffler India Limited,SCHAEFFLER,EQ,29-NOV-2000,2,1,INE513A01022,2
S Chand And Company Limited,SCHAND,EQ,09-MAY-2017,5,1,INE807K01035,5
Schneider Electric Infrastructure Limited,SCHNEIDER,BE,20-MAR-2012,2,1,INE839M01018,2
Shipping Corporation Of India Limited,SCI,EQ,13-AUG-1997,10,1,INE109A01011,10
Shipping Corporation of India Land and Assets Limited,SCILAL,EQ,19-MAR-2024,10,1,INE0PB301013,10
Scoda Tubes Limited,SCODATUBES,EQ,04-JUN-2025,10,1,INE090501011,10
Sheetal Cool Products Limited,SCPL,EQ,22-NOV-2022,10,1,INE501Y01019,10
Som Distilleries & Breweries Limited,SDBL,EQ,18-MAR-2014,2,1,INE480C01038,2
Seamec Limited,SEAMECLTD,EQ,28-JUN-1995,10,1,INE497B01018,10
SecMark Consultancy Limited,SECMARK,BE,16-OCT-2023,10,1,INE0BTM01013,10
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,BE,29-JAN-2014,5,1,INE650K01021,5
Sejal Glass Limited,SEJALLTD,BE,13-DEC-2021,10,1,INE955I01044,10
Selan Exploration Technology Limited,SELAN,EQ,26-SEP-2006,10,1,INE818A01017,10
SEL Manufacturing Company Limited,SELMC,BE,26-OCT-2021,10,1,INE105I01020,10
SEMAC CONSULTANTS LIMITED,SEMAC,EQ,11-AUG-2005,10,1,INE617A01013,10
Senco Gold Limited,SENCO,EQ,14-JUL-2023,5,1,INE602W01027,5
Senores Pharmaceuticals Limited,SENORES,EQ,30-DEC-2024,10,1,INE0RB801010,10
SEPC Limited,SEPC,EQ,20-FEB-2008,10,1,INE964H01014,10
Sequent Scientific Limited,SEQUENT,EQ,10-MAR-2016,2,1,INE807F01027,2
Servotech Renewable Power System Limited,SERVOTECH,EQ,02-SEP-2021,1,1,INE782X01033,1
Seshasayee Paper and Boards Limited,SESHAPAPER,EQ,29-MAR-1995,2,1,INE630A01024,2
Setco Automotive Limited,SETCO,BE,01-JUL-2016,2,1,INE878E01021,2
Setubandhan Infrastructure Limited,SETUINFRA,BZ,04-OCT-2011,1,1,INE023M01027,1
Seya Industries Limited,SEYAIND,BE,11-JUL-2019,10,1,INE573R01012,10
Sheela Foam Limited,SFL,EQ,09-DEC-2016,5,1,INE916U01025,5
Synergy Green Industries Limited,SGIL,EQ,28-JUL-2021,10,1,INE00QT01015,10
STL Global Limited,SGL,BE,10-APR-2006,10,1,INE353H01010,10
Standard Glass Lining Technology Limited,SGLTL,BE,13-JAN-2025,10,1,INE0M4D01010,10
Shah Metacorp Limited,SHAH,BE,27-OCT-2010,1,1,INE482J01021,1
Shah Alloys Limited,SHAHALLOYS,EQ,16-JUN-2005,10,1,INE640C01011,10
Shaily Engineering Plastics Limited,SHAILY,EQ,04-APR-2022,2,1,INE151G01028,2
Shakti Pumps (India) Limited,SHAKTIPUMP,EQ,29-JAN-2015,10,1,INE908D01010,10
Shalby Limited,SHALBY,EQ,15-DEC-2017,10,1,INE597J01018,10
Shalimar Paints Limited,SHALPAINTS,EQ,03-MAR-2008,2,1,INE849C01026,2
Shankara Building Products Limited,SHANKARA,EQ,05-APR-2017,10,1,INE274V01019,10
Shanti Overseas (India) Limited,SHANTI,BE,16-SEP-2021,10,1,INE933X01016,10
Shanthi Gears Limited,SHANTIGEAR,EQ,17-JAN-1996,1,1,INE631A01022,1
Sharda Cropchem Limited,SHARDACROP,EQ,23-SEP-2014,10,1,INE221J01015,10
Sharda Motor Industries Limited,SHARDAMOTR,EQ,03-SEP-2015,2,1,INE597I01028,2
Share India Securities Limited,SHAREINDIA,EQ,21-SEP-2020,2,1,INE932X01026,2
Shekhawati Industries Limited,SHEKHAWATI,BE,12-JAN-2011,10,1,INE268L01046,10
Shemaroo Entertainment Limited,SHEMAROO,BE,01-OCT-2014,10,1,INE363M01019,10
Shilpa Medicare Limited,SHILPAMED,BE,03-DEC-2009,1,1,INE790G01031,1
Shivalik Rasayan Limited,SHIVALIK,EQ,09-DEC-2021,5,1,INE788J01021,5
Shivam Autotech Limited,SHIVAMAUTO,EQ,21-NOV-2006,2,1,INE637H01024,2
Shiva Mills Limited,SHIVAMILLS,EQ,26-FEB-2018,10,1,INE644Y01017,10
Shiva Texyarn Limited,SHIVATEX,EQ,26-DEC-2017,10,1,INE705C01020,10
S H Kelkar and Company Limited,SHK,EQ,16-NOV-2015,10,1,INE500L01026,10
Shoppers Stop Limited,SHOPERSTOP,EQ,23-MAY-2005,5,1,INE498B01024,5
Shradha Infraprojects Limited,SHRADHA,EQ,22-OCT-2020,2,1,INE715Y01031,2
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,EQ,28-JAN-2020,10,1,INE232A01011,10
SHREE CEMENT LIMITED,SHREECEM,EQ,26-APR-1995,10,1,INE070A01015,10
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,EQ,10-SEP-2015,10,1,INE712K01011,10
Shree Rama Multi-Tech Limited,SHREERAMA,EQ,13-MAR-2000,5,1,INE879A01019,5
Shrenik Limited,SHRENIK,EQ,02-AUG-2019,1,1,INE632X01030,1
Shreyans Industries Limited,SHREYANIND,BE,06-NOV-1996,10,1,INE231C01019,10
Shriram Pistons & Rings Limited,SHRIPISTON,EQ,02-JUN-2016,10,1,INE526E01018,10
Shriram Finance Limited,SHRIRAMFIN,EQ,11-DEC-1996,2,1,INE721A01047,2
Shriram Properties Limited,SHRIRAMPPS,EQ,20-DEC-2021,10,1,INE217L01019,10
Shyam Century Ferrous Limited,SHYAMCENT,BE,28-JUL-2015,1,1,INE979R01011,1
Shyam Metalics and Energy Limited,SHYAMMETL,EQ,24-JUN-2021,10,1,INE810G01011,10
Shyam Telecom Limited,SHYAMTEL,EQ,06-NOV-2006,10,1,INE635A01023,10
Siemens Limited,SIEMENS,EQ,06-SEP-1995,2,1,INE003A01024,2
Sigachi Industries Limited,SIGACHI,EQ,15-NOV-2021,1,1,INE0D0K01022,1
Signet Industries Limited,SIGIND,BE,29-AUG-2018,10,1,INE529F01035,10
Sigma Solve Limited,SIGMA,BE,09-JUN-2023,10,1,INE0A0S01010,10
Signatureglobal (India) Limited,SIGNATURE,EQ,27-SEP-2023,1,1,INE903U01023,1
Signpost India Limited,SIGNPOST,EQ,14-FEB-2024,2,1,INE0KGZ01021,2
Sikko Industries Limited,SIKKO,EQ,22-OCT-2021,10,1,INE112X01017,10
Standard Industries Limited,SIL,EQ,27-JAN-2004,5,1,INE173A01025,5
Silgo Retail Limited,SILGO,BE,03-MAR-2021,10,1,INE01II01013,10
SIL Investments Limited,SILINV,EQ,22-MAY-1996,10,1,INE923A01015,10
Silly Monks Entertainment Limited,SILLYMONKS,EQ,08-JUL-2020,10,1,INE203Y01012,10
Silver Touch Technologies Limited,SILVERTUC,EQ,12-MAY-2022,10,1,INE625X01018,10
Simbhaoli Sugars Limited,SIMBHALS,BE,14-MAR-2016,10,1,INE748T01016,10
Simplex Infrastructures Limited,SIMPLEXINF,EQ,09-MAR-2004,2,1,INE059B01024,2
Sinclairs Hotels Limited,SINCLAIR,EQ,10-APR-2024,2,1,INE985A01022,2
Sindhu Trade Links Limited,SINDHUTRAD,EQ,20-JUN-2023,1,1,INE325D01025,1
Sintercom India Limited,SINTERCOM,EQ,07-OCT-2020,10,1,INE129Z01016,10
Sirca Paints India Limited,SIRCA,EQ,22-JUL-2019,10,1,INE792Z01011,10
SIS LIMITED,SIS,EQ,10-AUG-2017,5,1,INE285J01028,5
Siti Networks Limited,SITINET,BZ,10-JAN-2007,1,1,INE965H01011,1
Siyaram Silk Mills Limited,SIYSIL,EQ,29-JAN-2007,2,1,INE076B01028,2
S.J.S. Enterprises Limited,SJS,EQ,15-NOV-2021,10,1,INE284S01014,10
SJVN Limited,SJVN,EQ,20-MAY-2010,10,1,INE002L01015,10
SKF India Limited,SKFINDIA,EQ,27-JAN-1999,10,1,INE640A01023,10
Skipper Limited,SKIPPER,EQ,27-MAY-2015,1,1,INE439E01022,1
SKM Egg Products Export (India) Limited,SKMEGGPROD,BE,14-MAR-1997,10,1,INE411D01015,10
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,EQ,06-JAN-2023,10,1,INE01IU01018,10
Smartlink Holdings Limited,SMARTLINK,EQ,11-APR-2001,2,1,INE178C01020,2
SMC Global Securities Limited,SMCGLOBAL,EQ,24-FEB-2021,2,1,INE103C01036,2
SML Isuzu Limited,SMLISUZU,EQ,29-AUG-2003,10,1,INE294B01019,10
Sarthak Metals Limited,SMLT,EQ,25-NOV-2021,10,1,INE017W01010,10
SMS Lifesciences India Limited,SMSLIFE,EQ,17-AUG-2017,10,1,INE320X01016,10
SMS Pharmaceuticals Limited,SMSPHARMA,EQ,28-FEB-2007,1,1,INE812G01025,1
Snowman Logistics Limited,SNOWMAN,EQ,12-SEP-2014,10,1,INE734N01019,10
Sobha Limited,SOBHA,EQ,20-DEC-2006,10,1,INE671H01015,10
Softtech Engineers Limited,SOFTTECH,EQ,25-FEB-2022,10,1,INE728Z01015,10
Solara Active Pharma Sciences Limited,SOLARA,EQ,27-JUN-2018,10,1,INE624Z01016,10
Solar Industries India Limited,SOLARINDS,EQ,03-APR-2006,2,1,INE343H01029,2
Somany Ceramics Limited,SOMANYCERA,EQ,22-NOV-1995,2,1,INE355A01028,2
Soma Textiles & Industries Limited,SOMATEX,EQ,14-AUG-1996,10,1,INE314C01013,10
Somi Conveyor Beltings Limited,SOMICONVEY,EQ,18-JUL-2016,10,1,INE323J01019,10
Sona BLW Precision Forgings Limited,SONACOMS,EQ,24-JUN-2021,10,1,INE073K01018,10
SONAM LIMITED,SONAMLTD,EQ,07-APR-2022,5,1,INE00LM01029,5
Sonata Software Limited,SONATSOFTW,EQ,28-JUL-1999,1,1,INE269A01021,1
Savita Oil Technologies Limited,SOTL,EQ,28-JUN-1995,2,1,INE035D01020,2
The South Indian Bank Limited,SOUTHBANK,EQ,08-DEC-1998,1,1,INE683A01023,1
South West Pinnacle Exploration Limited,SOUTHWEST,BE,18-APR-2019,10,1,INE980Y01015,10
S. P. Apparels Limited,SPAL,EQ,12-AUG-2016,10,1,INE212I01016,10
Spandana Sphoorty Financial Limited,SPANDANA,EQ,19-AUG-2019,10,1,INE572J01011,10
Sun Pharma Advanced Research Company Limited,SPARC,EQ,18-JUL-2007,1,1,INE232I01014,1
Spacenet Enterprises India Limited,SPCENET,BE,10-JAN-2017,1,1,INE970N01027,1
Speciality Restaurants Limited,SPECIALITY,EQ,30-MAY-2012,10,1,INE247M01014,10
Spectrum Electrical Industries Limited,SPECTRUM,EQ,28-MAR-2025,10,1,INE01EO01010,10
Spencer's Retail Limited,SPENCERS,EQ,25-JAN-2019,5,1,INE020801028,5
Southern Petrochemicals Industries Corporation  Limited,SPIC,EQ,10-JAN-1996,10,1,INE147A01011,10
SPL Industries Limited,SPLIL,BE,26-JUL-2005,10,1,INE978G01016,10
Supreme Petrochem Limited,SPLPETRO,EQ,24-MAY-2022,2,1,INE663A01033,2
SPML Infra Limited,SPMLINFRA,EQ,14-FEB-1996,2,1,INE937A01023,2
Sportking India Limited,SPORTKING,EQ,24-AUG-2022,1,1,INE885H01029,1
Shankar Lal Rampal Dye-Chem Limited,SRD,EQ,09-OCT-2024,10,1,INE01NE01012,10
Sreeleathers Limited,SREEL,EQ,01-JAN-2014,10,1,INE099F01013,10
SRF Limited,SRF,EQ,18-AUG-2003,10,1,INE647A01010,10
SRG Housing Finance Limited,SRGHFL,EQ,21-AUG-2023,10,1,INE559N01010,10
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,EQ,08-MAY-2007,10,1,INE917H01012,10
SRM Contractors Limited,SRM,EQ,03-APR-2024,10,1,INE0R6Z01013,10
Shree Ram Proteins Limited,SRPL,BZ,23-SEP-2020,1,1,INE008Z01020,1
Saraswati Saree Depot Limited,SSDL,EQ,20-AUG-2024,10,1,INE0PQ101010,10
Steel Strips Wheels Limited,SSWL,EQ,06-JUN-2005,1,1,INE802C01033,1
Stallion India Fluorochemicals Limited,STALLION,BE,23-JAN-2025,10,1,INE0RYC01010,10
Stanley Lifestyles Limited,STANLEY,EQ,28-JUN-2024,2,1,INE01A001028,2
Strides Pharma Science Limited,STAR,EQ,02-FEB-2000,10,1,INE939A01011,10
Star Cement Limited,STARCEMENT,EQ,16-JUN-2017,1,1,INE460H01021,1
Star Health and Allied Insurance Company Limited,STARHEALTH,EQ,10-DEC-2021,10,1,INE575P01011,10
Star Paper Mills Limited,STARPAPER,EQ,13-SEP-1995,10,1,INE733A01018,10
Starteck Finance Limited,STARTECK,EQ,04-MAY-2022,10,1,INE992I01013,10
The State Trading Corporation of India Limited,STCINDIA,BE,01-APR-2003,10,1,INE655A01013,10
Steelcast Limited,STEELCAS,EQ,23-NOV-2021,5,1,INE124E01020,5
Steel City Securities Limited,STEELCITY,EQ,27-JUN-2019,10,1,INE395H01011,10
STEEL EXCHANGE INDIA LIMITED,STEELXIND,EQ,20-JUL-2017,1,1,INE503B01021,1
Stel Holdings Limited,STEL,EQ,09-FEB-2011,10,1,INE577L01016,10
Sterling Tools Limited,STERTOOLS,EQ,02-FEB-2006,2,1,INE334A01023,2
Sterlite Technologies Limited,STLTECH,EQ,08-DEC-2000,2,1,INE089C01029,2
Stove Kraft Limited,STOVEKRAFT,EQ,05-FEB-2021,10,1,INE00IN01015,10
Stylam Industries Limited,STYLAMIND,EQ,02-AUG-2021,5,1,INE239C01020,5
Baazar Style Retail Limited,STYLEBAAZA,EQ,06-SEP-2024,5,1,INE01FR01028,5
Styrenix Performance Materials Limited,STYRENIX,EQ,29-MAR-1995,10,1,INE189B01011,10
Subex Limited,SUBEXLTD,BE,05-NOV-2020,5,1,INE754A01055,5
Subros Limited,SUBROS,EQ,13-JUL-2005,2,1,INE287B01021,2
Sudarshan Chemical Industries Limited,SUDARSCHEM,EQ,25-MAY-1995,2,1,INE659A01023,2
Sukhjit Starch & Chemicals Limited,SUKHJITS,EQ,07-NOV-2022,5,1,INE450E01029,5
Sula Vineyards Limited,SULA,EQ,22-DEC-2022,2,1,INE142Q01026,2
Sumeet Industries Limited,SUMEETINDS,BE,10-DEC-2010,10,1,INE235C01028,10
Sumitomo Chemical India Limited,SUMICHEM,EQ,27-JAN-2020,10,1,INE258G01013,10
Sumit Woods Limited,SUMIT,EQ,30-JUL-2019,10,1,INE748Z01013,10
Summit Securities Limited,SUMMITSEC,EQ,28-JAN-2011,10,1,INE519C01017,10
Sundaram Clayton Limited,SUNCLAY,EQ,29-DEC-2023,5,1,INE0Q3R01026,5
Sundaram Multi Pap Limited,SUNDARAM,EQ,02-JUN-2010,1,1,INE108E01023,1
Sundaram Finance Limited,SUNDARMFIN,EQ,07-JAN-1998,10,1,INE660A01013,10
Sundaram Finance Holdings Limited,SUNDARMHLD,EQ,26-MAR-2018,5,1,INE202Z01029,5
Sundaram Brake Linings Limited,SUNDRMBRAK,EQ,17-JUL-1996,10,1,INE073D01013,10
Sundram Fasteners Limited,SUNDRMFAST,EQ,07-JUN-2000,1,1,INE387A01021,1
Sundrop Brands Limited,SUNDROP,EQ,06-DEC-2002,10,1,INE209A01019,10
Sunflag Iron And Steel Company Limited,SUNFLAG,EQ,29-SEP-2005,10,1,INE947A01014,10
Sun Pharmaceutical Industries Limited,SUNPHARMA,EQ,08-FEB-1995,1,1,INE044A01036,1
Sunteck Realty Limited,SUNTECK,EQ,13-NOV-2009,1,1,INE805D01034,1
Sun TV Network Limited,SUNTV,EQ,24-APR-2006,5,1,INE424H01027,5
Superhouse Limited,SUPERHOUSE,EQ,26-SEP-2014,10,1,INE712B01010,10
Super Spinning Mills Limited,SUPERSPIN,EQ,08-JUL-2004,1,1,INE662A01027,1
Suprajit Engineering Limited,SUPRAJIT,EQ,18-FEB-2005,1,1,INE399C01030,1
